video,lang,link,time_start,time_end,slo,eng
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:46,970","00:03:50,932",Mi bomo celo noč plesali We'll be dancing all night long,Mi bomo celo noč plesali We'll be dancing all night long
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:50,956","00:03:54,655",Ljubili se in se igrali We'll love and play with each other,Ljubili se in se igrali We'll love and play with each other
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:54,679","00:03:57,079",Kot da nas jutri več ne bo As if there was no tomorrow,Kot da nas jutri več ne bo As if there was no tomorrow
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:00,000","00:00:03,143","Najprej pa k visokim decibelom. Simon, živijo!","Let's start with the high decibels. Simon, hello!"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:03,143","00:00:05,809",Menda so Joker Out postavili nov rekord?,Apparently Joker Out have set a new record?
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:05,809","00:00:11,525",Tako je. Slovensko občinstvo je v razprodanih Stožicah podrlo rekord v glasnosti na koncertih.,That's right. The Slovenian audience broke the record for the loudest concert crowd in a sold-out Stožice.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:13,362","00:00:18,957","128 decibelov je približno tako, kot če bi stali pred hrumečim motorjem letala",128 decibels is about the same as standing in front of a roaring airplane engine.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:18,957","00:00:22,865",ali pa v petek do zadnjega kotička napolnjeni areni Stožice.,or in the fully packed Stožice Arena on Friday.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:22,865","00:00:30,921",Vrhunec dosedanje kariere mladih zvezdnikov je s svojim obiskom podprlo kar 12 tisoč razvnetih oboževalk in oboževalcev.,"12,000 enthusiastic fans attended to support the young celebrities at the highest point of their career so far."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:32,064","00:00:35,298","Za vse tiste, ki ne vejo, če bi povedale katero skupino ste prišle gledat?","For those who don't know, could you tell me which band you came to see?"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:35,298","00:00:37,553",Joker Out!,Joker Out!
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:42,126","00:00:46,452","[Maja Keuc, pevka]: Jaz mislim, da za slovensko glasbo je to definitivno en velik mejnik","[Maja Keuc, singer]: I think that for Slovenian music this is definitely one big milestone."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:46,452","00:00:48,756","in izjemna inspiracija za mlade,","and a great inspiration for young people,"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:48,756","00:00:51,445","da si vzamejo en tak bend, kot je Joker Out, za vzor.",to follow the example of a band like Joker Out
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:51,711","00:00:54,001","[Tomi Meglič, skupina Siddharta]: Moram reči, da rokenrol ne bo nikoli umrl.","[Tomi Meglič, Siddharta]: I have to say that rock and roll will never die."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:54,001","00:00:57,311","Ker vidim, da več različnih stilov se razvija",Because I see several different styles evolving
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:00:57,311","00:01:00,886","in vsi imajo močno dušo in uno, kar premika ljudi.",And they all have strong souls and that special something which moves people
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:06,391","00:01:11,465","Jaz sem prav vesel, da se nove generacije zbirajo in delajo take evente kot je tole.",I'm just glad that the next generation are getting together and doing events like this.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:11,465","00:01:16,561","Jaz močno upam, da bom lahko jaz te evente doživel kot del publike",I really hope that I will be able to experience these events as part of the audience
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:16,561","00:01:18,837","in ne samo na odru, ne. In danes je eden izmed teh dni.","and not just on stage, and today is one of those days."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:18,837","00:01:21,507","- Dobrodošel na naši strani, no. - Hvala!","- Well, welcome to our side. - Thank you!"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:21,507","00:01:29,627","Koncert je poleg norenja in kričanja poskrbel za cel spekter čustev, še posebej, ko sta se na oder povzpela nekdanja člana skupine.","Apart from the madness and the screaming, the concert provided a whole spectrum of emotions, especially when two former members of the band took to the stage."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:29,627","00:01:35,525","Oba sta na odru Stožic z njimi že stala, ampak še v časih, ko so tam igrali kot predskupina predskupine.","Both of them have stood on the Stožice stage with them before, but back in the days when they played there as a support act of a support act."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:35,525","00:01:41,278","Matic: Spomini so se vrnili. Tako da res, ja, zelo lepo. Zelo lepa čustva.","Matic: The memories came back. So really, yeah, very nice. Very nice emotions."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:41,734","00:01:46,750","Martin: Bojan je enkrat dobro rekel; midva sva in bova za vedno člana, samo na odru nisva več.","Martin: Bojan once said it well; we are and will always be members, we're just not on stage anymore."
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:46,750","00:01:47,885","In se mi zdi, da je res tako.",And it seems to me that that's really the case.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:47,885","00:01:51,395","Po velikem koncertu, ki je vsaj za enkrat vrhunec njihove kariere,","After a big concert, which is, for now at least, the highlight of their career,"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:51,395","00:01:53,200","so bili fantje vidno zadovoljni,","the boys were visibly satisfied,"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:53,200","00:01:56,146","čeprav brez pravega občutka, kaj jim je uspelo.",although without a real sense of what they had achieved.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:56,146","00:01:58,536","Kris: Jaz imam občutek, da bomo uživali zdaj tri tedne,","Kris: I have a feeling we're going to enjoy ourselves now for three weeks,"
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:58,536","00:01:59,728",ker gremo na dopust.,because we're going on holiday.
"POP IN, 8.10.",SLO,https://youtu.be/EdjI5R-mkFM,"00:01:59,728","00:02:01,728","Bojan: Jaaaa, to pa ja!","Bojan: Yeeeees, that's right!"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:00,360","00:00:01,740","Sej lahko rečeš kej, veš?","You can say something, you know?"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:02,760","00:00:04,040",Živjo! O Bojan!,"Hello! - Oh, Bojan!"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:05,560","00:00:07,653",Zunaj je kar zavreščalo.,A lot of screaming outside.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:08,880","00:00:14,700","Ne slišimo noter, tukaj smo v neki čudni sobici in nimamo povezave z zunanjim svetom.","We can't hear it inside, we are here in a weird room and we don't have a connection to the outside world."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:14,960","00:00:17,250","Ej, kdaj boste napolnili vi svoj prvi stadion?","Hey, when will you fill your first stadium? nan"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:17,274","00:00:20,073","Ker imamo občutek, da ste to v glavi že tudi splanirali.",Because I have a feeling that you've already planned it in your heads. nan
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:21,494","00:00:24,206","Uh, Au... - 2023.",Oh. - Oh. - 2023.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:24,431","00:00:25,503",dva... - waw,Two... - Wow.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:25,669","00:00:26,895",Čeprav lahko že drug let.,Although you could do it next year.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:27,513","00:00:30,100","Kaj je največja neumnost, ki ste jo prebrali o sebi?",What is the biggest nonsense you've read about yourselves?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:32,040","00:00:33,120",Da je Jan poročen.,That Jan is married.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:33,277","00:00:35,437",Da je Jan poročen? Ja.,That Jan is married? - Yes.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:35,462","00:00:36,697",Res? Ja.,Really? - Yes.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:37,020","00:00:39,735",Da si poročen? A so vsaj napisali s kom? Al sam tko.,That you're married? Did they mention who you were married to? Or just that he is married?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:39,760","00:00:41,592","kja, bila je slika njega in njegove...","Yes, there was a picture of him and his..."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:42,100","00:00:42,600",Sestre? - Bivše,Sister?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:42,800","00:00:47,260","Takratne punce in je pisal, da sta poročena in še celo dodal so ji njegov priimk zraven.",Girlfriend at the time and it was written that they are married and they even added his surname to hers.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:48,034","00:00:49,667",Oooh. - To pa je.,Oooh.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:49,692","00:00:54,053","Ej, vsi pravijo, da ste vi trenutno najbolj vroča roba na sceni ta hip.",Everyone says that you're the hottest thing on the scene right now.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:54,077","00:00:56,552","Tisti, ki to ne pravijo, si pa verjetno mislijo.","Those who don't say it, probably think it."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:00:56,923","00:01:00,060",Kako se pa to pozna pri teh vsakdanjih stvareh?,How does it affect your everyday life?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:00,160","00:01:02,102","Bojan, ti študiraš kaj,  sociologijo?","Bojan, you're studying what, sociology?"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:02,440","00:01:03,115",Ja.,Yes.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:03,146","00:01:06,026","Zdaj verjeten ti ni težko, kakšnih zapiskov dobiti od sošolk?",Now you probably don't have a hard time getting notes from your classmates?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:06,820","00:01:07,643",Ne.,No.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:07,668","00:01:08,823","Ni, ne.","You don't, right."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:09,993","00:01:12,653","To si tako rekel, kot da Lahko ti jaz ta stare posodim če rabiš.","You said it like... - I can lend you the old ones, if you need them."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:12,859","00:01:13,606",Prosim.,"Yes, please."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:15,300","00:01:21,700","Kdaj bo drug album in a si zaradi dosedajnjega uspeha upate več ali vas skrbi, da ne boste kaj zafrknili?","When is the second album coming out, and are you more worried about messing it up because of all the success until now?"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:22,372","00:01:23,316",Kje ste zdaj?,What point are you at now (with the album)?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:25,972","00:01:28,730","Meni se zdi, da nas ničesar ne skrbi zaenkrat.",I think we aren't worried about anything so far.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:28,755","00:01:31,375","Upamo samo, da se čim prej začne nazaj,","We just hope that it opens up soon,"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:31,400","00:01:34,020","da lahko začnemo igrati in delamo to, kar itak najboljš delamo.",so we can start playing and doing what we do best.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:34,580","00:01:37,400",Album pride pa naslednje leto.,The album is coming out next year.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:37,425","00:01:39,471","To je mogoče naša novoletna zaobljuba,","This may be our new year's resolution,"
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:39,880","00:01:43,000",ki ga bomo predstavljali septembra 2022 v Križankah.,"that we're going to present in September 2022, in Križanke."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:43,213","00:01:46,613","Ampak tudi prvega smo že obljubili za 2021, tako da ne preveč upati.","But we also promised the first one for 2021, so don't get your hopes up."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:46,840","00:01:49,346","Mislm za 2020, pa je pa pol pršu 2021.",I mean for 2020 and it then came out in 2021.
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:49,371","00:01:54,002","Ej, tle tudi piše mi nekje, da imaš kup enih stvari ti, pa enih obveznosti.","Hey, here I wrote down that you have lots of things and obligations."
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:54,482","00:01:57,160",Z Melani. Kako se piše? Meleni Mek?,With Melani. What is her surname? Melani Mek...?
Christmas theme 2021 JO for Radio1 28h charity marathon,SLO,https://www.youtube.com/watch?v=Hp9hENK8pKM,"00:01:57,449","00:01:58,317",Mekicar.,Mekicar.
